C,20180726,13,103,699694.75,815,21
2,103121884,6572557,01,8056511180723005268906390005458,968.00
2,103121884,6572557,01,9146511180723005268906390005457,13560.75
2,103121884,6572557,01,6731511180723005268906390005442,1245.00
2,103121884,6572557,01,1345511180723005268906390005464,45942.00
2,103121884,6572557,01,0237511180723005268906390005456,644.00
2,103121884,6572557,01,7821511180723005268906390005441,3005.00
2,103121884,6572557,01,3434511180723005268906390005463,11274.00
2,103121884,6572557,01,9028511180725004734406420000835,2150.00
2,103121884,6572557,01,9001511180725004734406420000826,322.00
2,103121884,6572557,01,8937511180725004734406420000836,12880.00
2,103121884,6572557,01,2208511180725004734406420000833,3965.00
2,103121884,6572557,01,6739511180725004734406420000829,1691.00
2,103121884,6572557,01,0159515800027700156367590006154,403.00
2,103121884,6572557,01,4089515800027700156367590006121,4009.00
2,103121884,6572557,01,4923515800027700156367590006142,806.00
2,103121884,6572557,01,0909515800212040262035960481880,2335.00
2,103121884,6572557,01,0058511180729005024171240037007,10626.00
2,103121884,6572557,01,0043511180729005024171240037013,10299.00
2,103121884,6572557,01,0035511180729005024171240037012,10794.00
2,103121884,6572557,01,8612515800028426900087040050350,2898.00
2,103121884,6572557,01,5618515800028426900087040050392,18380.00
2,103121884,6572557,01,1869515800028426900087040050388,2753.00
2,103121884,6572557,01,2738515800028426900087040050185,2497.00
2,103121884,6572557,01,6639515800028426900087040050397,1288.00
2,103121884,6572557,01,7631515800028426900087040050386,11973.00
2,103121884,6572557,01,7732515800028426900087040050222,19372.00
2,103121884,6572557,01,7497515800028426900087040050403,44250.00
2,103121884,6572557,01,8217515800028426900087040050412,2013.00
2,103121884,6572557,01,7532515800028426900087040050404,16360.00
2,103121884,6572557,01,0856515800028426900087040050420,322.00
2,103121884,6572557,01,2289515800028426900087040050454,242.00
2,103121884,6572557,01,3143515800028426900087040050410,726.00
2,103121884,6572557,01,8986515800028426900087040050417,403.00
2,103121884,6572557,01,8159515800028426900087040050452,322.00
2,103121884,6572557,01,7807515800028426900087040050453,322.00
2,103121884,6572557,01,2585515800028426900087040050419,403.00
2,103121884,6572557,01,3405515800028426900087040050409,29014.00
2,103121884,6572557,01,0051511180729005024171240037014,9988.00
2,103121884,6572557,01,0178515800212040262035960481882,403.00
2,103121884,6572557,01,3412515800027700156367590006141,19198.00
4,103121884,6572558,01,3645511180723003620046340001348,3720.00
4,103121884,6572558,01,5836511180729001580870490010027,1377.00
4,103121884,6572558,01,0953511180725002892323560009840,1209.00
4,103121884,6572558,01,6407511180723008092301430001302,500.00
4,103121884,6572558,01,3155511180723008092301430001314,729.00
4,103121884,6572558,01,7637511180727008092301520004910,403.00
4,103121884,6572558,01,6265515800629110710034790002837,1296.00
4,103121884,6572558,01,9866511180723008112523800001371,34800.00
4,103121884,6572558,01,3338511180721008340325720000913,45942.00
4,103121884,6572558,01,9509511180583010849300120036232,403.00
4,103121884,6572558,01,0965515800028426900087040050383,403.00
4,103121884,6572558,01,2287515800028426900087040050321,806.00
4,103121884,6572558,01,4419511180589016591500140032258,405.00
4,103121884,6572558,01,4366511180589016591500140032257,403.00
4,103121884,6572558,01,4337511180589016591500140032259,648.00
4,103121884,6572558,01,4408511180589016591500140032260,486.00
4,103121884,6572558,01,0044511180725002564448430004890,403.00
4,103121884,6572558,01,8745511180725002514585550009419,403.00
4,103121884,6572558,01,4268511180725002514585550009414,403.00
4,103121884,6572558,01,5726511180721003644719040003831,403.00
4,103121884,6572558,01,7933511180721003644719040003811,405.00
4,103121884,6572558,01,7097515800027700156367590006146,403.00
4,103121884,6572558,01,4043511180725008012121520002727,403.00
4,103121884,6572558,01,3952511180725008012121520002728,403.00
4,103121884,6572558,01,5133511180725008012121520002726,403.00
6,103121884,6572559,01,7433515800625001031052690018203,648.00
