C,20180726,13,103,699694.75,815,21
6,103121884,6572559,01,0049515800620001014021180021461,4536.00
6,103121884,6572559,01,3907515800625001031052690018201,486.00
6,103121884,6572559,01,8506511180729002749312170007273,322.00
6,103121884,6572559,01,9668511180729002749312170007272,806.00
6,103121884,6572559,01,6906511180721003644719040003794,45942.00
6,103121884,6572559,01,8006511180721003644719040003801,403.00
6,103121884,6572559,01,1311515800362401277387790091196,7502.00
6,103121884,6572559,01,7513515800362401277387790091195,725.00
6,103121884,6572559,01,6012515800362401277387790091193,2576.00
6,103121884,6572559,01,0004515801315000013425180005127,24995.00
6,103121884,6572559,01,1735515800217040124397330033858,45942.00
6,103121884,6572559,01,0018511180727004099880860003732,403.00
6,103121884,6572559,01,0001511180727004099880860003731,500.00
6,103121884,6572559,01,0008515800300900012948110001420,567.00
6,103121884,6572559,01,0047511180729002311316180004708,403.00
6,103121884,6572559,01,0012511180729005024171240037017,403.00
6,103121884,6572559,01,4652511180585260018900170007763,403.00
6,103121884,6572559,01,5302515800177001044214180001218,1695.00
6,103121884,6572559,01,9664511180582110260800210004495,1209.00
6,103121884,6572559,01,0163515800142605619277820003889,46428.00
6,103121884,6572559,01,3256511180720002205818450015881,403.00
15,103121884,6572567,01,0836511180725002390124410008585,645.00
21,103121884,6572572,01,6953515800629110710034790002842,242.00
21,103121884,6572572,01,7893515800443145064905140014601,484.00
23,103121884,6572573,01,6631511180723004257491930002684,403.00
23,103121884,6572573,01,3755515800024901773884740000158,45942.00
23,103121884,6572573,01,2969511180725002413485450006397,322.00
23,103121884,6572573,01,4433511180723004257491930002677,403.00
26,103121884,6578419,01,6399511180581340000400120016201,3760.00
27,103121884,6578420,01,0411515800629110710034790002832,242.00
27,103121884,6578420,01,6797515800629110710034790002836,242.00
27,103121884,6578420,01,5925511180723010092484400000135,644.00
27,103121884,6578420,01,4104516010172001038960720004702,4273.00
27,103121884,6578420,01,7464516010172001038960720004708,15533.00
27,103121884,6578420,01,7272511180585210299400180012116,21252.00
27,103121884,6578420,01,4886511180584340000200110009677,484.00
27,103121884,6578420,01,4561511180723006281331190017247,322.00
